"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Alcance,Curtidas,Compartilhamentos,Seguimentos,"Visitas ao perfil",Respostas,Navegação,"Toques em figurinhas","Cliques no link",Likes
18082147163236146,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Fone de Ouvido QCY H2 Pro Fone de Ouvido QCY H3 Pro",0,"01/09/2026 05:40",https://www.instagram.com/stories/megaeletronicosoficialpy/3806297207105199260,"Story do Instagram",,Total,5619,5028,,2,,15,0,5367,,,9
18117139345601524,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,16,"01/09/2026 05:31",https://www.instagram.com/stories/megaeletronicosoficialpy/3806293096687297475,"Story do Instagram",,Total,7409,6678,,4,1,6,1,5343,,63,12
18100657210843354,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,13,"01/09/2026 05:19",https://www.instagram.com/stories/megaeletronicosoficialpy/3806286944574461349,"Story do Instagram",,Total,7681,6977,,4,,16,0,5378,,30,12
17993136221909191,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,14,"01/09/2026 05:05",https://www.instagram.com/stories/megaeletronicosoficialpy/3806279607897932389,"Story do Instagram",,Total,8709,7773,,0,4,26,3,5988,,,23
18087673274090437,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Corre pro mega verão !!⛱️☀️",6,"01/08/2026 04:40",https://www.instagram.com/stories/megaeletronicosoficialpy/3805542680403974518,"Story do Instagram",,Total,5009,4444,,0,2,55,3,4378,,,14
18066584900396793,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,8,"01/08/2026 04:37",https://www.instagram.com/stories/megaeletronicosoficialpy/3805540948827530325,"Story do Instagram",,Total,5074,4613,,4,,8,1,4503,,,10
18114108046720416,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,11,"01/08/2026 04:34",https://www.instagram.com/stories/megaeletronicosoficialpy/3805539476341646201,"Story do Instagram",,Total,5205,4712,,1,1,5,1,4610,,,8
17907451056314395,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,7,"01/08/2026 04:32",https://www.instagram.com/stories/megaeletronicosoficialpy/3805538255497156609,"Story do Instagram",,Total,5361,4795,,2,,3,0,4673,,,12
18096863926726352,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,7,"01/08/2026 04:31",https://www.instagram.com/stories/megaeletronicosoficialpy/3805538019039071434,"Story do Instagram",,Total,5454,4901,,4,1,4,1,4856,,,12
17988410429925340,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,13,"01/08/2026 04:31",https://www.instagram.com/stories/megaeletronicosoficialpy/3805537882355134658,"Story do Instagram",,Total,5489,4999,,3,,5,1,4981,,,14
18099427882862190,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,14,"01/08/2026 04:29",https://www.instagram.com/stories/megaeletronicosoficialpy/3805537049349557834,"Story do Instagram",,Total,5619,5128,,4,2,9,2,5016,,,15
18421214026189348,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,14,"01/08/2026 04:27",https://www.instagram.com/stories/megaeletronicosoficialpy/3805535874684358773,"Story do Instagram",,Total,5865,5296,,0,1,12,3,5323,,,16
18082002088942619,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Promoção do Mega Verão no ar! Vem conferir ⛱️☀️",14,"01/08/2026 04:25",https://www.instagram.com/stories/megaeletronicosoficialpy/3805535000021031185,"Story do Instagram",,Total,6336,5692,,3,4,19,1,5586,,,22
17924001684206156,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","👉 Estamos te esperando do dia 7 ao 31 de janeiro na Mega Verão! Vem curtir com a gente! ⛱️",20,"01/07/2026 05:45",https://www.instagram.com/stories/megaeletronicosoficialpy/3804850649344063028,"Story do Instagram",,Total,7841,6873,,1,4,48,2,5624,,,23
18081927289947422,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,8,"01/07/2026 05:29",https://www.instagram.com/stories/megaeletronicosoficialpy/3804842319674413354,"Story do Instagram",,Total,8264,7164,,5,,18,2,5343,,,13
18117180280586821,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,8,"01/07/2026 05:27",https://www.instagram.com/stories/megaeletronicosoficialpy/3804841550749449473,"Story do Instagram",,Total,8752,7342,,0,,6,1,5612,,,11
18097759411891206,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,12,"01/07/2026 05:24",https://www.instagram.com/stories/megaeletronicosoficialpy/3804840043249479181,"Story do Instagram",,Total,8896,7614,,1,,8,0,5459,,,15
18086864342113583,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,17,"01/07/2026 05:22",https://www.instagram.com/stories/megaeletronicosoficialpy/3804838988247830543,"Story do Instagram",,Total,8785,7818,,9,,3,0,5670,,,15
17953682381920559,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,9,"01/07/2026 05:20",https://www.instagram.com/stories/megaeletronicosoficialpy/3804837920914900555,"Story do Instagram",,Total,9338,8091,,2,1,12,0,5876,,,13
18151294102386478,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,9,"01/07/2026 05:20",https://www.instagram.com/stories/megaeletronicosoficialpy/3804837634846563675,"Story do Instagram",,Total,9713,8620,,9,1,10,3,5798,,,17
18355925146203252,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,15,"01/07/2026 05:01",https://www.instagram.com/stories/megaeletronicosoficialpy/3804828217912659634,"Story do Instagram",,Total,10282,9372,,2,1,15,2,6300,,,20
18088260125020585,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,16,"01/07/2026 04:43",https://www.instagram.com/stories/megaeletronicosoficialpy/3804819138737719303,"Story do Instagram",,Total,13208,11387,,2,1,54,3,7073,,,24
18200946730324923,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Apple iPhone 15 A3092 CN Dual SIM 128GB 6GB RAM U$ 615.00-R$ 3,394.80 Valor sujeito a alteração",11,"01/06/2026 03:45",https://www.instagram.com/stories/megaeletronicosoficialpy/3804065083216173341,"Story do Instagram",,Total,12286,9907,,70,4,58,6,10679,,,25
18064829291217484,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Apple iPhone 16 A3287 Nano + eSIM 256GB 8GB RAM U$ 790.00-R$ 4,360.80 Valor sujeito a alteração",11,"01/06/2026 03:40",https://www.instagram.com/stories/megaeletronicosoficialpy/3804062966292244402,"Story do Instagram",,Total,12167,9992,,53,,10,6,10772,,,23
18149288380436214,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Apple iPhone 16 Pro A3293 Nano + eSIM 128GB 8GB RAM  U$ 979.00-R$ 5,404.08 Valor sujeito a alteração",13,"01/06/2026 03:36",https://www.instagram.com/stories/megaeletronicosoficialpy/3804060873863016079,"Story do Instagram",,Total,12903,10280,,51,,12,0,11213,,,26
17871531456413859,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Apple iPhone 17 Pro Max A3526 Nano 
+ eSIM 256GB 12GB RAM  U$ 1,390.00-R$ 7,672.80 Valor sujeito a alteração",14,"01/06/2026 03:33",https://www.instagram.com/stories/megaeletronicosoficialpy/3804059032085405093,"Story do Instagram",,Total,14234,10231,,76,2,23,9,12382,,,31
18144529585459518,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Apple iPhone 17 Pro 256GB 12GB RAM - Cosmic Orange U$ 1,240.00-R$ 6,844.80 Valor sujeito a alteração",19,"01/06/2026 03:28",https://www.instagram.com/stories/megaeletronicosoficialpy/3804056586722308631,"Story do Instagram",,Total,14223,10556,,171,5,16,15,12054,,,35
18500038816077724,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,5,"01/06/2026 02:54",https://www.instagram.com/stories/megaeletronicosoficialpy/3804039579591341697,"Story do Instagram",,Total,11883,10174,,1,2,22,1,10099,,,20
18078677077993880,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Bom diaaa! Hoje vou mostrar iPhone por aqui 📱💥",16,"01/06/2026 02:47",https://www.instagram.com/stories/megaeletronicosoficialpy/3804036175217368381,"Story do Instagram",,Total,12651,10970,,10,4,35,2,10699,,,58
18119653192563964,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Speaker Aiwa AWS544BT 1.100 watts U$ 99.90-R$ 554.45 Valor sujeito a alteração",15,"01/05/2026 05:09",https://www.instagram.com/stories/megaeletronicosoficialpy/3803382851711348908,"Story do Instagram",,Total,7915,6672,,16,1,67,4,7174,,,28
17985623051926471,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Caixa de Som Aiwa AWPOH4D 2 de 6.5"" 600 watts U$ 84.90-R$ 471.20 Valor sujeito a alteração",22,"01/05/2026 05:03",https://www.instagram.com/stories/megaeletronicosoficialpy/3803379771892632892,"Story do Instagram",,Total,7881,6930,,14,,15,4,7473,,,20
18068579906416184,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Speaker Aiwa AWS244BT 60 watts U$ 67.90-R$ 376.85 Valor sujeito a alteração",17,"01/05/2026 05:00",https://www.instagram.com/stories/megaeletronicosoficialpy/3803378183862067728,"Story do Instagram",,Total,8138,7179,,5,,8,2,7639,,,19
17945919534091486,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Speaker Aiwa AWF215BT 900 watts U$ 94.90-R$ 526.70 Valor sujeito a alteração",14,"01/05/2026 04:57",https://www.instagram.com/stories/megaeletronicosoficialpy/3803376492794181774,"Story do Instagram",,Total,8504,7420,,6,2,8,2,7759,,,17
17997786632854812,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Speaker Aiwa AWPOK68 500 watts U$ 69.90-R$ 387.95 Valor sujeito a alteração",14,"01/05/2026 04:53",https://www.instagram.com/stories/megaeletronicosoficialpy/3803374655596775992,"Story do Instagram",,Total,9012,7889,,5,3,18,2,8089,,,17
18384692485148264,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Segundouu na mega eletrônicos !!! Te esperamos das 7:00 até as 16:30 🤩✨",22,"01/05/2026 03:43",https://www.instagram.com/stories/megaeletronicosoficialpy/3803339400399658214,"Story do Instagram",,Total,13101,10867,,4,,58,1,9136,,,33
17879408358446353,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,5,"01/04/2026 05:43",https://www.instagram.com/stories/megaeletronicosoficialpy/3802674827527021094,"Story do Instagram",,Total,10685,9086,,8,,91,9,9007,,,14
18031801910567910,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,44,"01/04/2026 05:42",https://www.instagram.com/stories/megaeletronicosoficialpy/3802674758606211024,"Story do Instagram",,Total,10841,9563,,69,1,15,8,10208,,,29
17980404854945382,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,32,"01/04/2026 05:42",https://www.instagram.com/stories/megaeletronicosoficialpy/3802674716411538666,"Story do Instagram",,Total,11973,10609,,12,6,30,6,11154,,,20
18144355132460248,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Mega eletrônicos é isso!! 💥🔥",11,"01/03/2026 07:23",https://www.instagram.com/stories/megaeletronicosoficialpy/3802000543347494723,"Story do Instagram",,Total,8991,8051,,1,3,67,7,7882,,,21
17905894707166125,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,55,"01/03/2026 07:01",https://www.instagram.com/stories/megaeletronicosoficialpy/3801989832999246943,"Story do Instagram",,Total,9379,8303,,1,2,22,3,8865,,,25
18091762700005668,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"01/03/2026 05:11",https://www.instagram.com/stories/megaeletronicosoficialpy/3801934222106624574,"Story do Instagram",,Total,9700,8049,,14,1,15,2,9293,,,14
18039150992726613,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"01/03/2026 05:07",https://www.instagram.com/stories/megaeletronicosoficialpy/3801932148274997465,"Story do Instagram",,Total,10578,8166,,9,1,5,4,10190,,,16
18058807382315448,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","perfume L'haya Oud Royale Extrait De Parfum U$ 28.00-R$ 158.00 Valor sujeito a alteração",15,"12/18/2025 05:24",https://www.instagram.com/stories/megaeletronicosoficialpy/3790344197476804346,"Story do Instagram",,Total,4411,3827,18,5,,4,2,4172,,,
18065673743550136,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","3.Perfume L'haya Mystic Mirage 
Extrait De Parfum 2.Perfume L'haya Pacific Sunset 
Extrait De Parfum 1.Perfume L'haya Andalusía Azul 
Extrait De Parfum U$ 28.00-R$ 158.00 Valores sujeitos a alterações",8,"12/18/2025 05:37",https://www.instagram.com/stories/megaeletronicosoficialpy/3790350995822842995,"Story do Instagram",,Total,4177,3702,12,0,,10,0,3915,,,
17864952036537512,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","U$ 28.00-R$ 158.00 Valores sujeitos a alterações  2. Perfume L'haya Emir Al Sultan 
Extrait De Parfum U$ 25.00-R$ 141.00 1.Perfume Unisex L'haya 
Iskandar Ash Extrait Valores sujeitos a alterações",13,"12/18/2025 05:47",https://www.instagram.com/stories/megaeletronicosoficialpy/3790355921378603199,"Story do Instagram",,Total,4093,3566,16,1,,4,0,3837,,,
18100133038838360,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Perfume L'haya Stellar D'or Extrait De Parfum U$ 25.00-R$ 141.00 Valor sujeito a alteração",19,"12/18/2025 05:50",https://www.instagram.com/stories/megaeletronicosoficialpy/3790357429256029959,"Story do Instagram",,Total,4029,3482,14,1,3,32,1,3854,,,
17949238502936665,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,6,"12/18/2025 16:40",https://www.instagram.com/stories/megaeletronicosoficialpy/3790684753142866032,"Story do Instagram",,Total,6678,5531,17,4,,29,1,5952,107,,
18078105218211662,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"12/19/2025 03:20",https://www.instagram.com/stories/megaeletronicosoficialpy/3791006784841396156,"Story do Instagram",,Total,6126,5112,12,5,,15,4,5573,,,
17940943200097738,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Venha garantir seu
 presente de Natal 😍",17,"12/19/2025 04:57",https://www.instagram.com/stories/megaeletronicosoficialpy/3791055399987255961,"Story do Instagram",,Total,5456,4616,19,1,2,8,5,5139,,,
17845409907631200,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","“Cabelo ressecado, sem brilho e com frizz?”
✨ Eu tenho a solução direto do Japão! 🇯🇵",13,"12/19/2025 06:03",https://www.instagram.com/stories/megaeletronicosoficialpy/3791088560398000690,"Story do Instagram",,Total,4861,4283,19,4,,6,2,4530,,,
17917929885238111,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Máscara Capilar Tsubaki Premium Repair 180 g U$ 16.00-R$ 90.08 Valor sujeito a alteração",18,"12/19/2025 06:03",https://www.instagram.com/stories/megaeletronicosoficialpy/3791088772654951749,"Story do Instagram",,Total,4652,4165,10,10,,5,0,4470,,,
18521680174070378,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Kit Shampoo Tsubaki Premium EX Damage Care & Repair 400 ml + Condicionador 400 ml U$ 25.00-R$ 140.75 Valor sujeito a alteração",13,"12/19/2025 06:06",https://www.instagram.com/stories/megaeletronicosoficialpy/3791090297225705314,"Story do Instagram",,Total,4449,4032,13,4,,3,0,4247,,,
18007655165667228,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Kit Shampoo Tsubaki Premium Moist & Repair 450 ml + Condicionador 450 ml U$ 25.00-R$ 140.75 Valor sujeito a alteração",11,"12/19/2025 06:09",https://www.instagram.com/stories/megaeletronicosoficialpy/3791091560029977336,"Story do Instagram",,Total,4339,3934,15,2,,3,0,4175,,,
18148054096447717,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"12/19/2025 06:13",https://www.instagram.com/stories/megaeletronicosoficialpy/3791093601540331277,"Story do Instagram",,Total,4414,3815,7,0,,2,0,4356,,,
17881535787332393,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"12/19/2025 06:14",https://www.instagram.com/stories/megaeletronicosoficialpy/3791094285950067180,"Story do Instagram",,Total,4294,3739,7,0,,6,0,4246,,,
18192158488339475,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"12/19/2025 06:14",https://www.instagram.com/stories/megaeletronicosoficialpy/3791094455399977310,"Story do Instagram",,Total,4159,3666,8,0,1,18,1,4083,,,
18060045125300805,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,26,"12/19/2025 16:34",https://www.instagram.com/stories/megaeletronicosoficialpy/3791406257644085666,"Story do Instagram",,Total,4236,3618,9,1,,21,3,4078,,,
17847965688619005,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Sabado do jeito que a gente gosta 🤭❤️ @megaelectronicosparaguay",25,"12/20/2025 04:06",https://www.instagram.com/stories/megaeletronicosoficialpy/3791754395252800818,"Story do Instagram",,Total,6831,5525,19,3,1,24,3,4544,,,
17864570409538252,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Speaker Aiwa AWH51BT 1.300 watts  U$ 159.90-R$ 903.44 Valor sujeito a alteração",28,"12/20/2025 05:06",https://www.instagram.com/stories/megaeletronicosoficialpy/3791785007825095294,"Story do Instagram",,Total,4677,3934,13,1,2,6,0,4393,,,
18086295604866072,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Speaker Aiwa AWF215BT 900 watts U$ 94.90-R$ 536.19 Valor sujeito a alteração",14,"12/20/2025 05:09",https://www.instagram.com/stories/megaeletronicosoficialpy/3791786373154956262,"Story do Instagram",,Total,4534,3714,15,4,,3,2,4245,,,
18370031788086683,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Caixa de Som Aiwa AWF206 6.5"" 500 watts U$ 64.90-R$ 366.69 Valor sujeito a alteração",23,"12/20/2025 05:13",https://www.instagram.com/stories/megaeletronicosoficialpy/3791788416108169444,"Story do Instagram",,Total,4357,3654,12,3,,4,0,4140,,,
18059129726309908,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Caixa de Som Aiwa Flame Line AWPOK3LD 
2 de 8"" 1.000 watts U$ 114.90-R$ 649.19 Valor sujeito a alteração",14,"12/20/2025 05:16",https://www.instagram.com/stories/megaeletronicosoficialpy/3791790075240628526,"Story do Instagram",,Total,4225,3607,13,7,,6,0,3938,,,
18338056789236993,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Papai Noel chegou!!! 🎅🏻🎄",6,"12/20/2025 05:55",https://www.instagram.com/stories/megaeletronicosoficialpy/3791809677337127153,"Story do Instagram",,Total,5571,4514,14,1,1,1,0,3927,,,
